short_name,value_eur,player_positions,age,height_cm,weight_kg,overall,pace,shooting,passing,dribbling,defending,physic
K. Klefisch,1800000.0,CDM,22,188,81,68,68.0,52.0,57.0,64.0,66.0,78.0
F. Jäkel,2500000.0,CB,21,194,89,68,74.0,29.0,41.0,47.0,67.0,75.0
Francisco Moura,2700000.0,LM,22,182,66,68,70.0,53.0,62.0,70.0,66.0,65.0
J. Lonwijk,2700000.0,CM,22,189,85,68,70.0,62.0,65.0,67.0,60.0,74.0
M. Skóraś,2700000.0,LM,22,172,64,68,84.0,62.0,61.0,67.0,40.0,64.0
Odei,775000.0,CB,32,180,71,68,58.0,34.0,47.0,48.0,70.0,76.0
Bruno Langa,2300000.0,LB,24,178,70,68,81.0,34.0,54.0,68.0,64.0,63.0
S. Elia,2700000.0,RM,23,183,70,68,78.0,67.0,59.0,69.0,56.0,53.0
W. Clar,1300000.0,LB,27,177,73,68,62.0,36.0,63.0,66.0,67.0,70.0
G. Debeljuh,1700000.0,ST,25,185,80,68,64.0,65.0,46.0,62.0,26.0,82.0
M. Ștefănescu,1900000.0,LW,23,173,66,68,81.0,64.0,61.0,68.0,58.0,69.0
M. Huard,1400000.0,LB,24,178,71,68,74.0,40.0,56.0,64.0,65.0,72.0
B. Hurtado,2700000.0,LM,23,185,82,68,87.0,55.0,54.0,71.0,25.0,60.0
M. Da Luz,1300000.0,RM,27,175,75,68,82.0,67.0,61.0,68.0,30.0,56.0
H. Vandermersch,2600000.0,RWB,23,180,72,68,76.0,34.0,58.0,61.0,65.0,65.0
N. Šipčić,1400000.0,CB,27,192,87,68,67.0,36.0,50.0,60.0,66.0,77.0
S. Esposito,2700000.0,CM,21,178,70,68,64.0,60.0,70.0,65.0,59.0,58.0
D. Nemeth,2300000.0,CB,21,191,89,68,58.0,29.0,45.0,43.0,68.0,79.0
N. Zortea,1700000.0,RWB,23,175,70,68,70.0,45.0,53.0,65.0,66.0,57.0
S. Obeng,1800000.0,ST,25,183,74,68,82.0,69.0,47.0,60.0,24.0,78.0
K. Kozłowski,3100000.0,CAM,18,178,68,68,73.0,58.0,62.0,75.0,59.0,67.0
M. Sala,2300000.0,LB,23,182,72,68,72.0,36.0,59.0,66.0,64.0,59.0
L. Flach,2400000.0,CM,21,178,75,68,82.0,54.0,63.0,69.0,67.0,65.0
Iker Losada,2700000.0,ST,20,175,70,68,64.0,70.0,54.0,70.0,35.0,49.0
João Correia,1500000.0,RB,25,175,62,68,81.0,52.0,60.0,68.0,64.0,43.0
G. Zappa,2600000.0,RB,22,187,75,68,72.0,32.0,60.0,64.0,63.0,58.0
D. Sigér,1000000.0,CM,31,175,70,68,64.0,60.0,61.0,64.0,64.0,73.0
Félix Correia,3000000.0,RW,21,178,72,68,83.0,59.0,64.0,73.0,32.0,56.0
J. Canale,1500000.0,CB,25,183,80,68,66.0,31.0,48.0,48.0,68.0,71.0
M. Espinoza,1700000.0,LB,24,179,82,68,76.0,44.0,59.0,58.0,64.0,63.0
J. Florentín,1600000.0,CM,25,181,78,68,73.0,67.0,60.0,71.0,57.0,70.0
M. Corozo,1000000.0,CB,29,177,79,68,67.0,57.0,67.0,62.0,66.0,74.0
B. Balcı,1800000.0,RB,22,176,69,68,74.0,44.0,60.0,66.0,64.0,63.0
N. Tauer,2500000.0,CB,21,183,74,68,66.0,46.0,57.0,66.0,68.0,65.0
K. Quevedo,1600000.0,RW,25,177,75,68,86.0,61.0,64.0,69.0,42.0,61.0
A. Rodríguez,1300000.0,ST,27,184,84,68,69.0,67.0,56.0,67.0,30.0,74.0
L. Campana,2500000.0,ST,22,187,76,68,67.0,69.0,48.0,65.0,29.0,64.0
G. Chávez,1700000.0,CB,23,180,74,68,61.0,27.0,48.0,57.0,68.0,70.0
R. Sánchez,1600000.0,LM,25,175,70,68,72.0,63.0,65.0,63.0,62.0,81.0
J. Guidino,1500000.0,LB,26,180,73,68,82.0,39.0,56.0,60.0,62.0,59.0
C. Larotonda,2500000.0,CDM,23,175,73,68,65.0,61.0,62.0,63.0,66.0,69.0
H. Dorrego,1200000.0,CM,29,175,73,68,70.0,68.0,70.0,69.0,61.0,64.0
J. Acosta,1100000.0,RB,28,173,71,68,65.0,44.0,57.0,61.0,69.0,69.0
H. Ruíz Díaz,1000000.0,CB,29,177,74,68,64.0,36.0,59.0,60.0,68.0,72.0
L. Ayala,1100000.0,LB,28,170,76,68,80.0,56.0,63.0,64.0,61.0,70.0
C. Cresswell,2700000.0,CB,19,191,77,68,52.0,27.0,49.0,51.0,66.0,74.0
J. Bell,1700000.0,CDM,23,182,77,68,65.0,60.0,67.0,65.0,64.0,77.0
Á. Romero,850000.0,CDM,31,181,73,68,67.0,68.0,65.0,73.0,61.0,72.0
P. Reyna,2500000.0,LB,20,183,77,68,81.0,38.0,61.0,56.0,61.0,66.0
B. Farioli,1500000.0,RM,24,179,70,68,70.0,58.0,67.0,72.0,38.0,49.0
Anderson Oliveira,1900000.0,LW,23,171,64,68,76.0,60.0,60.0,73.0,29.0,44.0
R. Caicedo,825000.0,RB,32,181,74,68,77.0,48.0,64.0,64.0,62.0,72.0
D. Arroyo,1000000.0,CDM,30,179,77,68,59.0,33.0,58.0,59.0,70.0,68.0
B. Carabalí,1700000.0,RM,24,167,69,68,80.0,34.0,61.0,69.0,60.0,65.0
T. Becker,1400000.0,CB,25,190,81,68,76.0,40.0,55.0,58.0,67.0,76.0
B. Białek,2700000.0,ST,20,191,84,68,67.0,67.0,47.0,64.0,35.0,72.0
M. Pardo,1300000.0,LM,26,172,67,68,79.0,60.0,62.0,70.0,24.0,50.0
Heitor,2600000.0,RB,21,174,67,68,78.0,35.0,62.0,70.0,61.0,54.0
C. Drameh,2800000.0,RWB,20,184,73,68,78.0,35.0,57.0,64.0,62.0,70.0
M. Esquivel,2700000.0,CM,23,167,64,68,84.0,66.0,70.0,74.0,52.0,62.0
M. Arezo,2900000.0,ST,19,175,76,68,66.0,70.0,55.0,69.0,37.0,60.0
Atienza,2500000.0,CDM,23,186,77,68,56.0,61.0,60.0,66.0,62.0,68.0
S. Mijnans,2700000.0,RM,22,190,70,68,76.0,61.0,65.0,68.0,56.0,61.0
Won Du Jae,1600000.0,CDM,24,187,80,68,62.0,50.0,60.0,58.0,66.0,76.0
Seol Young Woo,2600000.0,LB,23,180,72,68,79.0,47.0,62.0,64.0,61.0,69.0
A. Benítez,1100000.0,RB,28,176,74,68,75.0,43.0,58.0,64.0,64.0,62.0
J. Recalde,1200000.0,ST,30,178,83,68,67.0,72.0,50.0,67.0,21.0,63.0
J. Perlaza,1600000.0,LM,24,168,70,68,80.0,59.0,63.0,68.0,31.0,59.0
B. Martínez,2500000.0,RW,22,170,75,68,81.0,65.0,59.0,73.0,41.0,62.0
J. Sosa,2500000.0,CB,20,188,82,68,41.0,37.0,60.0,60.0,72.0,67.0
R. Boženík,2500000.0,ST,22,188,81,68,74.0,68.0,61.0,67.0,31.0,73.0
R. Sosa,2700000.0,LM,22,178,75,68,80.0,63.0,62.0,68.0,48.0,61.0
D. Petrovič,1700000.0,CDM,24,179,75,68,69.0,55.0,69.0,68.0,60.0,68.0
T. Borbas,2700000.0,ST,20,185,79,68,77.0,68.0,52.0,65.0,21.0,57.0
R. Veselinović,1700000.0,CB,23,188,77,68,62.0,26.0,43.0,49.0,67.0,76.0
J. Antiste,2600000.0,ST,19,182,77,68,79.0,69.0,51.0,69.0,20.0,56.0
A. Trezza,2700000.0,RW,23,166,59,68,89.0,61.0,60.0,65.0,50.0,67.0
O. Mora,1600000.0,RM,23,170,83,68,81.0,58.0,61.0,74.0,44.0,64.0
M. Carcelén,1700000.0,CM,25,188,85,68,68.0,58.0,63.0,66.0,64.0,73.0
Javi López,2500000.0,LB,20,183,75,68,69.0,27.0,53.0,56.0,67.0,63.0
L. Samardžić,2600000.0,CAM,20,184,79,68,61.0,63.0,63.0,74.0,30.0,54.0
K. Rabihic,1200000.0,LM,29,179,77,68,77.0,61.0,65.0,68.0,29.0,61.0
A. Forrest,1400000.0,LW,25,176,74,68,83.0,64.0,62.0,69.0,46.0,55.0
A. Sarr,2700000.0,ST,21,188,83,68,89.0,67.0,58.0,69.0,25.0,66.0
C. Bozdoğan,2700000.0,CAM,21,175,72,68,70.0,65.0,66.0,74.0,51.0,61.0
L. Ugochukwu,2800000.0,CM,18,191,88,68,68.0,55.0,66.0,70.0,63.0,71.0
Fabiano Souza,2700000.0,RM,22,170,68,68,81.0,49.0,63.0,68.0,63.0,68.0
D. Abiama,2700000.0,ST,23,184,79,68,82.0,67.0,43.0,67.0,23.0,63.0
G. Giorbelidze,1300000.0,LB,26,174,68,68,79.0,48.0,60.0,67.0,65.0,67.0
A. Müller,1700000.0,CDM,21,173,70,68,61.0,59.0,68.0,69.0,64.0,60.0
A. Dedić,2500000.0,LB,19,180,67,68,83.0,57.0,64.0,69.0,60.0,70.0
L. Pirola,2700000.0,CB,20,185,79,68,62.0,42.0,50.0,56.0,69.0,67.0
R. Lozano,1600000.0,RB,24,179,79,68,76.0,50.0,53.0,62.0,66.0,67.0
Pablo Moreno,2700000.0,ST,20,178,73,68,80.0,67.0,55.0,71.0,26.0,60.0
R. Calafiori,2800000.0,LB,20,183,78,68,69.0,48.0,50.0,67.0,65.0,67.0
S. Naveda,2700000.0,CM,21,176,74,68,70.0,58.0,64.0,70.0,66.0,68.0
A. Seidu,1800000.0,RB,22,173,68,68,61.0,37.0,55.0,66.0,70.0,48.0
T. Machairas,2700000.0,LW,22,179,77,68,80.0,64.0,62.0,71.0,25.0,57.0
Miguel Baeza,2700000.0,RM,22,177,76,68,65.0,62.0,70.0,68.0,43.0,51.0
T. Pozzo,2500000.0,CAM,21,168,68,68,76.0,61.0,66.0,73.0,45.0,51.0
N. Castro,1000000.0,CM,31,181,79,68,68.0,66.0,65.0,69.0,63.0,66.0
C. Özkacar,2500000.0,CB,21,190,90,68,53.0,33.0,54.0,59.0,67.0,72.0
L. Lochoshvili,1600000.0,CB,24,191,84,68,53.0,28.0,39.0,44.0,67.0,79.0
F. Mater,1800000.0,RM,23,164,64,68,70.0,57.0,63.0,70.0,66.0,66.0
D. Vizinger,1800000.0,ST,24,181,72,68,71.0,70.0,54.0,67.0,28.0,67.0
José Fontán,2500000.0,CB,22,185,76,68,61.0,45.0,60.0,62.0,71.0,56.0
Jofre Carreras,2700000.0,RM,21,175,70,68,79.0,65.0,59.0,73.0,35.0,61.0
J. Gazibegović,1700000.0,RB,22,174,67,68,75.0,43.0,62.0,67.0,63.0,69.0
F. Rieder,2900000.0,CAM,20,179,74,68,69.0,61.0,69.0,70.0,50.0,61.0
G. Fratta,1400000.0,CB,26,188,78,68,66.0,40.0,45.0,52.0,70.0,63.0
M. Portanova,2700000.0,CM,22,183,77,68,74.0,61.0,69.0,68.0,53.0,61.0
N. Castro,3000000.0,CM,21,181,75,68,63.0,68.0,70.0,68.0,47.0,59.0
Terrats,2600000.0,CDM,21,181,71,68,55.0,44.0,63.0,63.0,66.0,69.0
M. Coronel,1600000.0,LM,23,170,71,68,80.0,65.0,67.0,68.0,36.0,56.0
S. Rodríguez,2700000.0,ST,22,187,76,68,61.0,69.0,52.0,62.0,30.0,68.0
P. Liza,2700000.0,ST,22,185,86,68,73.0,67.0,62.0,72.0,40.0,65.0
Y. Cumaná,1500000.0,LB,26,176,70,68,78.0,64.0,65.0,69.0,63.0,61.0
C. Araújo,2600000.0,CDM,21,178,69,68,62.0,53.0,56.0,63.0,63.0,68.0
H. Sudakov,2900000.0,CAM,19,177,68,68,71.0,64.0,63.0,71.0,39.0,63.0
J. Álvarez,1300000.0,LM,27,175,62,68,73.0,60.0,61.0,72.0,53.0,46.0
R. Ardiles,575000.0,CAM,34,160,60,68,67.0,64.0,63.0,73.0,36.0,61.0
L. Ursino,750000.0,CAM,33,180,77,68,69.0,62.0,68.0,70.0,52.0,59.0
L. Otormín,1600000.0,CF,25,173,74,68,77.0,69.0,65.0,70.0,27.0,57.0
E. Kurtulus,2300000.0,CB,22,185,75,68,77.0,39.0,58.0,63.0,68.0,71.0
R. Drăgușin,2700000.0,CB,20,191,80,68,71.0,33.0,45.0,54.0,69.0,70.0
A. Ramos,1800000.0,RB,23,171,75,68,78.0,27.0,55.0,62.0,62.0,66.0
M. Pieringer,2700000.0,ST,22,189,83,68,62.0,67.0,51.0,66.0,29.0,69.0
R. Garcés,1200000.0,CM,29,173,64,68,64.0,62.0,64.0,64.0,62.0,56.0
Z. Romero,1800000.0,CB,22,193,85,68,75.0,30.0,49.0,54.0,67.0,74.0
C. Wooh,2500000.0,CB,20,191,91,68,70.0,45.0,55.0,60.0,66.0,74.0
I. Hien,2500000.0,CB,23,191,90,68,81.0,33.0,42.0,55.0,67.0,74.0
J. Porozo,2500000.0,CB,21,192,84,68,62.0,31.0,36.0,40.0,69.0,74.0
A. Zaroury,2700000.0,ST,21,176,68,68,82.0,66.0,66.0,76.0,27.0,57.0
M. Kjaergaard,3100000.0,CAM,19,192,70,68,74.0,66.0,67.0,68.0,58.0,71.0
M. Garay,2600000.0,RB,23,171,69,68,77.0,42.0,53.0,65.0,65.0,48.0
D. Affengruber,2500000.0,CB,21,185,79,68,73.0,41.0,51.0,54.0,67.0,72.0
M. Ramírez,2700000.0,LM,23,183,76,68,82.0,62.0,57.0,79.0,25.0,54.0
M. Cova,1200000.0,CAM,29,173,64,68,69.0,64.0,72.0,67.0,33.0,66.0
M. Sahi,2700000.0,ST,20,175,68,68,70.0,70.0,58.0,69.0,28.0,58.0
Miguel Gutiérrez,2800000.0,LB,20,180,73,68,72.0,47.0,58.0,65.0,65.0,61.0
Kaiky,2600000.0,CB,18,186,76,68,72.0,31.0,48.0,66.0,71.0,60.0
H. Haraldsson,2900000.0,CAM,19,180,73,68,74.0,61.0,64.0,71.0,54.0,64.0
E. Darboe,2600000.0,CDM,21,176,69,68,62.0,46.0,64.0,65.0,63.0,60.0
B. Tomiak,2200000.0,CB,23,193,87,68,68.0,43.0,45.0,41.0,67.0,78.0
E. Fernández,2700000.0,CDM,19,178,76,68,62.0,43.0,61.0,65.0,67.0,68.0
E. Bove,2900000.0,CM,20,176,65,68,61.0,66.0,64.0,65.0,58.0,59.0
B. Idrizi,1900000.0,CAM,24,179,73,68,75.0,59.0,63.0,73.0,50.0,52.0
B. Meijer,2700000.0,LB,19,191,89,68,72.0,52.0,61.0,63.0,64.0,77.0
Davo,1300000.0,LM,27,178,71,68,85.0,67.0,59.0,71.0,36.0,59.0
Y. Kallon,3000000.0,RM,21,175,72,68,83.0,66.0,58.0,73.0,22.0,64.0
E. Tavşan,2700000.0,RW,21,183,74,68,86.0,62.0,60.0,71.0,24.0,58.0
J. Le Cardinal,1700000.0,RB,24,182,73,68,69.0,31.0,59.0,62.0,66.0,71.0
P. Greil,1600000.0,CM,25,184,75,68,68.0,61.0,68.0,68.0,51.0,65.0
S. El Karouani,2600000.0,LB,21,178,74,68,79.0,42.0,61.0,66.0,62.0,66.0
A. Sefer,2700000.0,RM,22,178,71,68,80.0,65.0,64.0,71.0,30.0,61.0
Turrientes,2900000.0,CM,20,181,70,68,67.0,51.0,69.0,68.0,60.0,54.0
D. Čolina,2600000.0,LB,21,174,68,68,83.0,40.0,47.0,63.0,65.0,55.0
M. Ljubičić,2700000.0,ST,20,183,77,68,77.0,70.0,54.0,65.0,24.0,70.0
Z. Amdouni,2700000.0,ST,21,185,79,68,71.0,71.0,61.0,70.0,46.0,68.0
A. Nusa,3300000.0,LW,17,180,73,68,86.0,60.0,59.0,76.0,40.0,46.0
Nuno Moreira,2700000.0,LW,23,175,66,68,73.0,66.0,67.0,71.0,33.0,48.0
Imanol,2600000.0,LB,21,177,63,68,67.0,47.0,65.0,65.0,64.0,54.0
Ros,1600000.0,CB,26,188,76,68,67.0,47.0,59.0,59.0,68.0,70.0
A. Prass,2700000.0,CM,21,180,72,68,71.0,61.0,67.0,68.0,63.0,74.0
G. Mosele,2400000.0,CM,22,176,67,68,75.0,59.0,69.0,64.0,64.0,66.0
T. Baribo,1800000.0,ST,24,181,79,68,71.0,69.0,45.0,66.0,19.0,67.0
M. Mbacke,2500000.0,CB,20,188,74,68,68.0,34.0,45.0,56.0,67.0,72.0
L. Gondou,2700000.0,ST,21,189,83,68,62.0,65.0,53.0,63.0,34.0,77.0
A. Martínez,1600000.0,LM,24,170,67,68,82.0,61.0,57.0,74.0,33.0,60.0
M. Mimaroğlu,1300000.0,LM,27,178,73,68,82.0,66.0,62.0,70.0,37.0,63.0
M. Ben Ouanes,1300000.0,RM,27,182,75,68,73.0,60.0,67.0,68.0,65.0,65.0
A. Sández,2600000.0,LB,21,181,78,68,72.0,38.0,57.0,62.0,63.0,75.0
Rodrigo Guth,2300000.0,CB,21,191,80,68,63.0,38.0,51.0,52.0,70.0,68.0
H. Ghacha,1400000.0,RM,26,170,67,68,73.0,61.0,65.0,74.0,31.0,52.0
Ricardinho,1900000.0,LW,23,178,73,68,69.0,65.0,64.0,69.0,38.0,53.0
O. Ergün,1000000.0,CDM,29,185,77,68,57.0,65.0,64.0,63.0,67.0,73.0
Miguel Maga,2500000.0,RB,19,175,68,68,77.0,53.0,63.0,66.0,62.0,54.0
Y. Konoplia,2600000.0,RB,22,180,74,68,77.0,43.0,63.0,60.0,64.0,62.0
D. Brekalo,2500000.0,CB,23,186,88,68,73.0,27.0,46.0,57.0,66.0,81.0
A. Kadri,2700000.0,CAM,22,170,69,68,74.0,64.0,67.0,73.0,58.0,56.0
K. Peprah,2700000.0,ST,21,160,75,68,79.0,72.0,54.0,67.0,35.0,68.0
M. Abline,3100000.0,ST,19,182,81,68,78.0,70.0,55.0,72.0,23.0,50.0
J. Boselli,2700000.0,ST,22,174,76,68,71.0,68.0,50.0,71.0,23.0,58.0
Léo Natel,1600000.0,LM,25,179,73,68,78.0,69.0,60.0,72.0,30.0,57.0
L. Gechter,2600000.0,CB,18,190,80,68,66.0,32.0,49.0,48.0,69.0,70.0
M. Prost,775000.0,ST,33,176,76,68,67.0,70.0,57.0,64.0,31.0,66.0
M. Chiatti,1100000.0,CB,29,196,81,68,62.0,31.0,58.0,53.0,66.0,71.0
J. Bakayoko,3100000.0,RW,19,179,70,68,86.0,61.0,58.0,71.0,29.0,59.0
R. Zambrano,1100000.0,LB,29,175,74,68,80.0,49.0,58.0,65.0,65.0,63.0
M. Soulé,3100000.0,RW,19,176,69,68,76.0,63.0,67.0,76.0,29.0,43.0
W. González,1200000.0,RM,28,178,75,68,80.0,64.0,64.0,68.0,47.0,67.0
Pubill,2500000.0,RB,19,190,82,68,78.0,53.0,58.0,64.0,62.0,77.0
S. Ogrinec,1700000.0,CAM,24,183,72,68,69.0,58.0,66.0,68.0,46.0,65.0
V. Musliu,1200000.0,CB,27,187,75,68,65.0,34.0,47.0,62.0,70.0,70.0
A. Quintana,1200000.0,ST,30,190,82,68,54.0,71.0,55.0,60.0,29.0,70.0
D. Pino,1400000.0,CDM,26,173,67,68,61.0,59.0,59.0,61.0,72.0,67.0
G. Paz,1000000.0,CB,29,180,70,68,70.0,48.0,60.0,62.0,68.0,71.0
C. Arce,850000.0,CDM,31,169,72,68,69.0,61.0,64.0,61.0,65.0,65.0
L. Sánchez,1100000.0,RB,28,169,66,68,76.0,56.0,62.0,70.0,65.0,70.0
M. Galarza,2900000.0,CM,20,180,72,68,73.0,54.0,68.0,72.0,60.0,64.0
R. Garro,2400000.0,CAM,24,174,70,68,67.0,68.0,71.0,67.0,41.0,45.0
C. Sosa,1300000.0,LM,26,172,72,68,71.0,65.0,64.0,71.0,50.0,56.0
Gabriel Pereira,2600000.0,RM,20,170,67,68,78.0,54.0,63.0,71.0,35.0,52.0
B. Amione,2700000.0,CB,20,189,78,68,64.0,36.0,51.0,45.0,66.0,78.0
M. Folorunsho,1700000.0,CAM,24,185,78,68,71.0,66.0,64.0,67.0,47.0,78.0
J. Bennette,2800000.0,LM,18,175,70,68,79.0,55.0,61.0,70.0,27.0,46.0
Tiago Gouveia,3000000.0,RW,21,176,72,68,84.0,63.0,57.0,71.0,28.0,54.0
V. Nuñez,1100000.0,CB,26,190,77,68,64.0,33.0,42.0,46.0,69.0,73.0
F. Katelaris,1600000.0,CB,25,185,86,68,66.0,38.0,48.0,52.0,67.0,79.0
M. Timm,1000000.0,CDM,30,170,68,68,77.0,53.0,67.0,66.0,61.0,64.0
Allyson,825000.0,CB,31,186,77,68,71.0,35.0,49.0,58.0,69.0,70.0
S. Morlaye,1700000.0,CM,23,170,67,68,70.0,62.0,67.0,69.0,60.0,62.0
J. Kadak,2700000.0,CAM,21,177,69,68,63.0,67.0,66.0,70.0,41.0,50.0
Arthur Sales,2600000.0,ST,19,184,74,68,68.0,68.0,51.0,63.0,23.0,69.0
N. Benbouali,2500000.0,ST,22,190,85,68,68.0,67.0,55.0,61.0,24.0,72.0
R. Jureskin,2600000.0,LB,21,188,80,68,83.0,51.0,63.0,68.0,59.0,63.0
N. Maema,1600000.0,CAM,26,167,60,68,81.0,54.0,63.0,72.0,34.0,54.0
Gabriel Silva,2900000.0,LM,20,177,78,68,76.0,63.0,62.0,71.0,25.0,56.0
N. Soldo,2300000.0,CB,21,189,78,68,60.0,31.0,54.0,54.0,70.0,68.0
M. Milovanović,2600000.0,ST,18,196,85,68,60.0,69.0,47.0,66.0,21.0,63.0
C. Lepoint,200000.0,CDM,37,188,83,67,33.0,66.0,61.0,59.0,66.0,74.0
Juande,275000.0,CDM,35,183,74,67,54.0,47.0,61.0,60.0,64.0,77.0
M. Constantin,180000.0,CB,37,185,80,67,50.0,57.0,55.0,52.0,67.0,73.0
V. Găman,475000.0,CB,33,191,83,67,54.0,57.0,57.0,54.0,67.0,70.0
A. McGeady,325000.0,LM,36,177,73,67,64.0,68.0,68.0,71.0,44.0,56.0
A. Considine,275000.0,CB,35,183,75,67,35.0,31.0,55.0,61.0,67.0,75.0
M. Stoppelkamp,425000.0,LM,35,180,75,67,60.0,66.0,67.0,69.0,46.0,61.0
N. Ortigoza,200000.0,CDM,37,180,78,67,33.0,58.0,70.0,63.0,64.0,60.0
Zapater,325000.0,CM,37,180,80,67,50.0,64.0,71.0,62.0,67.0,69.0
N. Kilkenny,200000.0,CDM,36,173,67,67,46.0,48.0,65.0,64.0,60.0,72.0
R. Keogh,275000.0,CB,35,189,87,67,46.0,31.0,58.0,58.0,67.0,68.0
J. Hayes,375000.0,LB,34,173,73,67,79.0,59.0,63.0,69.0,62.0,68.0
S. Hutchinson,650000.0,CB,32,182,73,67,49.0,51.0,60.0,60.0,66.0,72.0
A. Bonnet,425000.0,LM,35,173,65,67,70.0,65.0,67.0,70.0,47.0,58.0
J. Wilson,475000.0,CB,33,189,82,67,63.0,38.0,51.0,51.0,67.0,76.0
B. Bjarnason,475000.0,CAM,34,183,77,67,64.0,67.0,66.0,67.0,62.0,74.0
S. Kljestan,325000.0,CM,36,185,77,67,43.0,65.0,72.0,65.0,52.0,64.0
Choi Chul Soon,325000.0,LB,35,175,68,67,63.0,46.0,62.0,63.0,66.0,72.0
S. Jamieson,525000.0,LB,33,177,71,67,69.0,55.0,62.0,60.0,62.0,80.0
D. Marcq,500000.0,CDM,33,181,76,67,39.0,48.0,61.0,56.0,68.0,67.0
K. Barbarouses,825000.0,ST,32,171,68,67,82.0,66.0,62.0,69.0,32.0,72.0
M. Beevers,650000.0,CB,32,193,80,67,50.0,41.0,47.0,41.0,67.0,76.0
Dai Lin,325000.0,CB,34,190,76,67,47.0,54.0,53.0,56.0,66.0,78.0
J. Rodwell,825000.0,CM,31,188,78,67,66.0,64.0,67.0,68.0,67.0,69.0
G. Margreitter,475000.0,CB,33,186,87,67,40.0,24.0,46.0,42.0,67.0,69.0
M. Youssouf,375000.0,RB,34,169,65,67,67.0,48.0,62.0,67.0,65.0,65.0
V. Anita,500000.0,CDM,33,168,66,67,54.0,51.0,63.0,68.0,62.0,63.0
J. Villafaña,700000.0,LB,32,175,69,67,70.0,55.0,66.0,66.0,62.0,64.0
C. Chávez,325000.0,CAM,36,169,65,67,69.0,65.0,66.0,70.0,44.0,58.0
T. Rogne,650000.0,CB,32,193,82,67,48.0,32.0,51.0,48.0,67.0,70.0
H. Lansbury,825000.0,CM,31,183,85,67,52.0,66.0,69.0,67.0,60.0,70.0
A. King,625000.0,CM,33,184,79,67,52.0,64.0,66.0,65.0,68.0,60.0
F. Daprelà,700000.0,CB,31,183,76,67,69.0,57.0,62.0,65.0,65.0,78.0
L. Hallenius,650000.0,ST,33,185,75,67,71.0,67.0,54.0,60.0,37.0,74.0
G. Masucci,350000.0,ST,37,172,72,67,70.0,65.0,59.0,72.0,30.0,47.0
K. Getinger,525000.0,LWB,33,188,78,67,75.0,60.0,62.0,62.0,61.0,70.0
A. Diomande,825000.0,ST,32,180,75,67,75.0,67.0,52.0,66.0,29.0,76.0
G. Friend,325000.0,CB,34,188,83,67,50.0,55.0,60.0,63.0,67.0,66.0
J. McCarthy,725000.0,CDM,31,180,72,67,55.0,61.0,64.0,68.0,67.0,66.0
A. Bittroff,475000.0,CB,33,186,80,67,71.0,45.0,59.0,64.0,65.0,77.0
A. Nuhiu,825000.0,ST,32,197,85,67,32.0,67.0,58.0,61.0,41.0,71.0
P. Hanlon,650000.0,CB,32,180,70,67,57.0,36.0,57.0,56.0,67.0,75.0
M. Risse,800000.0,RM,32,183,75,67,61.0,68.0,69.0,67.0,63.0,62.0
A. Esswein,800000.0,RM,32,182,85,67,76.0,67.0,62.0,66.0,53.0,74.0
T. Hateley,675000.0,CDM,32,180,84,67,72.0,55.0,66.0,67.0,64.0,74.0
A. Sobiech,825000.0,ST,32,185,75,67,64.0,67.0,56.0,66.0,31.0,68.0
J. Veldmate,475000.0,CB,33,187,87,67,32.0,53.0,58.0,52.0,66.0,79.0
H. Afful,230000.0,RB,36,170,67,67,72.0,57.0,65.0,69.0,63.0,67.0
M. Schäffler,650000.0,ST,33,189,89,67,45.0,70.0,49.0,59.0,32.0,76.0
A. Prijović,825000.0,ST,32,191,88,67,55.0,66.0,56.0,63.0,35.0,75.0
Edu Bedia,625000.0,CM,33,184,76,67,44.0,57.0,69.0,67.0,48.0,72.0
R. McGowan,650000.0,CB,32,191,75,67,64.0,48.0,56.0,60.0,65.0,78.0
J. Bennett,700000.0,LB,32,183,74,67,68.0,47.0,63.0,65.0,64.0,67.0
G. Zusi,325000.0,RB,35,178,73,67,55.0,67.0,73.0,68.0,63.0,71.0
M. Ziegl,875000.0,CDM,29,182,78,67,70.0,53.0,61.0,65.0,64.0,77.0
I. Armaș,325000.0,CB,34,194,86,67,33.0,39.0,49.0,39.0,68.0,80.0
Ortuño,850000.0,ST,31,184,77,67,60.0,67.0,56.0,62.0,32.0,67.0
S. McConville,625000.0,LM,33,180,74,67,65.0,61.0,67.0,64.0,58.0,65.0
E. Salomonsson,525000.0,RB,33,182,75,67,69.0,65.0,65.0,65.0,63.0,66.0
Park Joo Ho,400000.0,CM,35,175,71,67,64.0,49.0,67.0,65.0,66.0,71.0
J. Edwards,750000.0,RWB,31,173,73,67,68.0,58.0,62.0,65.0,62.0,75.0
L. Garbutt,900000.0,LB,29,179,73,67,71.0,54.0,66.0,65.0,63.0,65.0
C. Buchtmann,975000.0,CM,30,175,72,67,59.0,63.0,69.0,70.0,59.0,60.0
L. Narsingh,850000.0,RM,31,178,69,67,80.0,59.0,63.0,70.0,25.0,52.0
M. Fenger,700000.0,CB,31,185,81,67,56.0,44.0,55.0,53.0,65.0,77.0
M. Barthelmé,625000.0,RM,33,172,73,67,66.0,59.0,67.0,68.0,62.0,62.0
S. Ferguson,875000.0,LWB,30,175,66,67,71.0,56.0,63.0,65.0,61.0,68.0
E. Schelotto,525000.0,RB,33,187,77,67,60.0,57.0,64.0,61.0,65.0,67.0
